age,work_class,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,annual_income
39, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,2444,45, NorthAmerica, >50K
42, Private, HS-grad, Separated, Transport-moving, Other-relative, Black, Male,0,0,40, NorthAmerica, <=50K
59, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, NorthAmerica, >50K
35, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, NorthAmerica, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, NorthAmerica, <=50K
51, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, NorthAmerica, <=50K
40, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, NorthAmerica, <=50K
45, Private, 11th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,16, NorthAmerica, <=50K
38, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, NorthAmerica, >50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, NorthAmerica, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, NorthAmerica, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,55, NorthAmerica, <=50K
59, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, NorthAmerica, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, NorthAmerica, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, NorthAmerica, >50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, NorthAmerica, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,28, NorthAmerica, >50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, NorthAmerica, <=50K
24, Private, HS-grad, Married-spouse-absent, Sales, Own-child, White, Female,0,0,36, NorthAmerica, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, NorthAmerica, >50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, NorthAmerica, <=50K
41, Private, Some-college, Divorced, Sales, Own-child, White, Male,2174,0,45, NorthAmerica, <=50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, NorthAmerica, <=50K
35, Self-emp-not-inc, 11th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,84, NorthAmerica, <=50K
64, Private, Some-college, Widowed, Sales, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, NorthAmerica, <=50K
44, Private, 1st-4th, Married-civ-spouse, Protective-serv, Other-relative, White, Male,0,0,40, Mexico, <=50K
40, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, NorthAmerica, >50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Asia, <=50K
61, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,25, NorthAmerica, <=50K
39, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, NorthAmerica, <=50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,7688,0,40, NorthAmerica, >50K
25, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, NorthAmerica, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, NorthAmerica, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, NorthAmerica, <=50K
24, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,0,0,40, NorthAmerica, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Male,0,0,50, NorthAmerica, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, NorthAmerica, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, NorthAmerica, >50K
70, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,16, NorthAmerica, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, LatinAmerica, <=50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,12, NorthAmerica, >50K
31, Private, Some-college, Separated, Tech-support, Unmarried, Black, Female,0,0,40, NorthAmerica, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, NorthAmerica, <=50K
39, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
46, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, NorthAmerica, <=50K
19, Private, Some-college, Never-married, Sales, Other-relative, Black, Female,0,0,40, NorthAmerica, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,20, NorthAmerica, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,8, NorthAmerica, <=50K
69, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,2267,40, NorthAmerica, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,25, NorthAmerica, <=50K
26, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, NorthAmerica, >50K
34, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, NorthAmerica, >50K
70, Private, 9th, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,2653,0,40, NorthAmerica, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, NorthAmerica, <=50K
21, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, NorthAmerica, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, NorthAmerica, >50K
46, Self-emp-inc, Masters, Divorced, Sales, Not-in-family, White, Male,0,0,60, NorthAmerica, >50K
36, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,37, NorthAmerica, <=50K
39, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,48, NorthAmerica, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,16, NorthAmerica, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, NorthAmerica, >50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,56, NorthAmerica, <=50K
68, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,24, NorthAmerica, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, NorthAmerica, >50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, NorthAmerica, <=50K
51, Private, Some-college, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,36, NorthAmerica, <=50K
36, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, NorthAmerica, <=50K
53, Private, Bachelors, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
43, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, NorthAmerica, <=50K
64, Private, 10th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, NorthAmerica, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, NorthAmerica, <=50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, NorthAmerica, <=50K
37, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, NorthAmerica, <=50K
32, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, NorthAmerica, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,14, NorthAmerica, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, NorthAmerica, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, NorthAmerica, >50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,3942,0,40, NorthAmerica, <=50K
30, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, NorthAmerica, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,40, NorthAmerica, <=50K
32, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, NorthAmerica, <=50K
18, Private, 5th-6th, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,30, LatinAmerica, <=50K
44, Private, 10th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, NorthAmerica, <=50K
45, Private, 10th, Divorced, Sales, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,40, Asia, <=50K
49, Private, Bachelors, Divorced, Tech-support, Unmarried, White, Female,0,0,35, NorthAmerica, <=50K
22, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,37, NorthAmerica, <=50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,5178,0,40, NorthAmerica, >50K
40, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, NorthAmerica, <=50K
49, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, NorthAmerica, <=50K
22, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, NorthAmerica, <=50K
42, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Europe, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, NorthAmerica, <=50K
56, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Europe, >50K
33, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, NorthAmerica, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,4064,0,40, NorthAmerica, <=50K
47, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, NorthAmerica, >50K
23, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Female,0,0,65, NorthAmerica, <=50K
55, Self-emp-inc, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,50, Europe, <=50K
43, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, NorthAmerica, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, NorthAmerica, <=50K
29, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,42, NorthAmerica, <=50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,52, NorthAmerica, >50K
79, Self-emp-inc, 12th, Widowed, Sales, Not-in-family, White, Male,18481,0,45, NorthAmerica, >50K
60, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, NorthAmerica, >50K
51, Self-emp-inc, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,0,81, NorthAmerica, <=50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, NorthAmerica, <=50K
27, Private, Masters, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,30, NorthAmerica, <=50K
25, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, NorthAmerica, <=50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,2258,45, NorthAmerica, >50K
52, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, LatinAmerica, <=50K
33, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, NorthAmerica, <=50K
62, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,5, NorthAmerica, <=50K
40, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,60, NorthAmerica, >50K
28, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1887,40, NorthAmerica, >50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, NorthAmerica, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, NorthAmerica, >50K
57, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, NorthAmerica, >50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
38, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, NorthAmerica, >50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, NorthAmerica, <=50K
26, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,65, NorthAmerica, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, NorthAmerica, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,99999,0,45, NorthAmerica, >50K
68, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,20051,0,40, NorthAmerica, >50K
63, Private, 11th, Widowed, Sales, Not-in-family, White, Female,2176,0,30, NorthAmerica, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,57, NorthAmerica, <=50K
31, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, Europe, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,30, NorthAmerica, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1672,44, NorthAmerica, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, NorthAmerica, <=50K
38, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, NorthAmerica, <=50K
24, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, NorthAmerica, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, NorthAmerica, <=50K
47, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Wife, Other, Female,0,0,40, NorthAmerica, <=50K
40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1887,40, NorthAmerica, >50K
56, Private, Some-college, Separated, Tech-support, Unmarried, Black, Female,0,0,38, NorthAmerica, <=50K
50, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, NorthAmerica, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, NorthAmerica, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
49, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,32, NorthAmerica, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,0,15, NorthAmerica, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, NorthAmerica, >50K
28, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, NorthAmerica, >50K
62, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, NorthAmerica, >50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, NorthAmerica, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, NorthAmerica, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, NorthAmerica, <=50K
43, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, LatinAmerica, <=50K
54, Private, HS-grad, Widowed, Handlers-cleaners, Unmarried, White, Female,0,0,40, NorthAmerica, <=50K
28, Private, 12th, Married-civ-spouse, Machine-op-inspct, Other-relative, Other, Male,0,0,40, LatinAmerica, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, NorthAmerica, >50K
56, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,60, NorthAmerica, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, NorthAmerica, >50K
44, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, NorthAmerica, <=50K
36, Private, 9th, Divorced, Sales, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
44, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,55, NorthAmerica, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, NorthAmerica, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, NorthAmerica, >50K
41, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, NorthAmerica, >50K
60, Private, Some-college, Separated, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, NorthAmerica, <=50K
24, Private, 12th, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, Mexico, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, NorthAmerica, <=50K
22, Private, 1st-4th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,24, Mexico, <=50K
31, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,48, NorthAmerica, >50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,43, NorthAmerica, >50K
46, Private, Assoc-voc, Separated, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, NorthAmerica, <=50K
67, Private, HS-grad, Widowed, Exec-managerial, Unmarried, White, Male,0,0,38, NorthAmerica, >50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, NorthAmerica, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, Europe, >50K
54, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1848,40, NorthAmerica, >50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, NorthAmerica, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, NorthAmerica, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, Black, Male,0,0,48, NorthAmerica, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, NorthAmerica, >50K
23, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, NorthAmerica, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, Mexico, <=50K
42, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, NorthAmerica, <=50K
27, Private, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, NorthAmerica, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,16, NorthAmerica, <=50K
41, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, NorthAmerica, >50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, NorthAmerica, <=50K
67, Private, 1st-4th, Widowed, Machine-op-inspct, Not-in-family, White, Female,2062,0,34, LatinAmerica, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, NorthAmerica, >50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, NorthAmerica, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, NorthAmerica, >50K
43, Private, HS-grad, Separated, Transport-moving, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, NorthAmerica, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, NorthAmerica, <=50K
49, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Female,27828,0,60, NorthAmerica, >50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,25, NorthAmerica, >50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Female,5178,0,35, NorthAmerica, >50K
38, Private, HS-grad, Divorced, Machine-op-inspct, Other-relative, White, Female,0,0,40, NorthAmerica, <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,29, NorthAmerica, <=50K
39, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,35, LatinAmerica, <=50K
23, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
37, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,60, NorthAmerica, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, NorthAmerica, <=50K
29, Self-emp-not-inc, HS-grad, Married-spouse-absent, Transport-moving, Other-relative, Asian-Pac-Islander, Male,0,1564,50, Asia, >50K
29, Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,2202,0,40, Asia, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, NorthAmerica, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, NorthAmerica, >50K
57, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, NorthAmerica, >50K
46, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,45, NorthAmerica, <=50K
37, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, NorthAmerica, >50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, NorthAmerica, >50K
31, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, NorthAmerica, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,36, Mexico, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, NorthAmerica, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Asia, <=50K
30, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,45, NorthAmerica, <=50K
28, Private, 12th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, NorthAmerica, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
31, Private, 7th-8th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, NorthAmerica, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, NorthAmerica, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,15, NorthAmerica, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, NorthAmerica, >50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,1602,12, NorthAmerica, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, NorthAmerica, >50K
41, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, NorthAmerica, <=50K
30, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, NorthAmerica, <=50K
31, Private, 7th-8th, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, NorthAmerica, <=50K
55, Private, 9th, Married-civ-spouse, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male,0,0,40, Asia, <=50K
68, Private, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,24, NorthAmerica, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, NorthAmerica, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,20, NorthAmerica, <=50K
18, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, NorthAmerica, <=50K
32, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, NorthAmerica, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, NorthAmerica, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, NorthAmerica, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, NorthAmerica, <=50K
44, Self-emp-not-inc, 12th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Asia, <=50K
55, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, NorthAmerica, <=50K
41, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
32, Private, 10th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, NorthAmerica, <=50K
40, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, NorthAmerica, <=50K
62, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, NorthAmerica, <=50K
37, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, NorthAmerica, >50K
18, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,18, NorthAmerica, <=50K
48, Private, HS-grad, Divorced, Machine-op-inspct, Other-relative, Other, Female,0,0,38, LatinAmerica, <=50K
35, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, NorthAmerica, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, NorthAmerica, <=50K
71, Private, HS-grad, Widowed, Sales, Other-relative, White, Female,0,0,16, NorthAmerica, <=50K
